445.1,4.50E-02,7.61E-02,9.91E-01
445.2,4.51E-02,7.63E-02,9.91E-01
445.3,4.52E-02,7.65E-02,9.90E-01
445.4,4.53E-02,7.68E-02,9.90E-01
445.5,4.54E-02,7.70E-02,9.89E-01
445.6,4.55E-02,7.72E-02,9.89E-01
445.7,4.56E-02,7.74E-02,9.89E-01
445.8,4.57E-02,7.77E-02,9.88E-01
445.9,4.58E-02,7.79E-02,9.88E-01
446,4.59E-02,7.81E-02,9.87E-01
446.1,4.60E-02,7.83E-02,9.87E-01
446.2,4.61E-02,7.85E-02,9.87E-01
446.3,4.62E-02,7.88E-02,9.86E-01
